object_id,source_row,cluster,profile_label,G1,G2,absences,studytime,failures,G3_post_hoc,attendance_based_support_need,emerging_performance_support_need,compounded_academic_support_need,maximum,union
POR-0232,231,1,higher_academic_support_need_profile,10,10,10,2,0,10.0,0.2,0.2166666666666667,0.459,0.459,0.6609733333333333
POR-0233,232,0,stronger_academic_profile,12,13,4,1,0,13.0,0.15,0.0,0.0,0.15,0.15
POR-0234,233,0,stronger_academic_profile,12,12,0,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0235,234,1,higher_academic_support_need_profile,11,10,0,2,0,11.0,0.0,0.43333333333333335,0.2295,0.43333333333333335,0.5633833333333333
POR-0236,235,0,stronger_academic_profile,12,12,12,3,0,12.0,0.6,0.0,0.0,0.6,0.6
POR-0237,236,0,stronger_academic_profile,13,13,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0238,237,1,higher_academic_support_need_profile,10,9,9,2,3,10.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0239,238,0,stronger_academic_profile,15,16,4,3,0,16.0,0.15,0.0,0.0,0.15,0.15
POR-0240,239,1,higher_academic_support_need_profile,8,8,4,2,0,8.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0241,240,0,stronger_academic_profile,17,18,2,2,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0242,241,1,higher_academic_support_need_profile,10,11,0,2,0,11.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0243,242,1,higher_academic_support_need_profile,9,10,2,2,0,11.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0244,243,0,stronger_academic_profile,15,15,0,3,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0245,244,0,stronger_academic_profile,14,12,0,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0246,245,0,stronger_academic_profile,12,13,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0247,246,0,stronger_academic_profile,13,13,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0248,247,0,stronger_academic_profile,13,13,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0249,248,1,higher_academic_support_need_profile,9,9,2,2,0,9.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0250,249,0,stronger_academic_profile,12,12,0,3,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0251,250,0,stronger_academic_profile,16,16,0,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0252,251,1,higher_academic_support_need_profile,9,10,4,1,0,10.0,0.0,0.0,0.459,0.459,0.459
POR-0253,252,0,stronger_academic_profile,14,13,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0254,253,1,higher_academic_support_need_profile,10,10,18,2,1,10.0,0.2,0.2166666666666667,0.459,0.459,0.6609733333333333
POR-0255,254,1,higher_academic_support_need_profile,9,8,16,2,1,10.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0256,255,1,higher_academic_support_need_profile,8,7,14,1,1,7.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0257,256,1,higher_academic_support_need_profile,7,8,26,1,1,8.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0258,257,1,higher_academic_support_need_profile,10,8,6,1,0,9.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0259,258,0,stronger_academic_profile,14,14,4,2,0,15.0,0.15,0.0,0.0,0.15,0.15
POR-0260,259,1,higher_academic_support_need_profile,11,10,10,3,0,10.0,0.2,0.43333333333333335,0.2295,0.43333333333333335,0.6507066666666667
POR-0261,260,1,higher_academic_support_need_profile,12,11,4,1,0,11.0,0.15,0.21666666666666667,0.0,0.21666666666666667,0.3341666666666667
POR-0262,261,0,stronger_academic_profile,13,13,2,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0263,262,1,higher_academic_support_need_profile,9,9,14,1,1,8.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0264,263,1,higher_academic_support_need_profile,8,7,16,2,0,8.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0265,264,1,higher_academic_support_need_profile,11,9,8,1,1,10.0,0.0,0.4333333333333334,0.3,0.4333333333333334,0.6033333333333334
POR-0266,265,0,stronger_academic_profile,15,14,4,3,0,15.0,0.15,0.0,0.0,0.15,0.15
POR-0267,266,0,stronger_academic_profile,15,14,4,2,0,14.0,0.15,0.0,0.0,0.15,0.15
POR-0268,267,0,stronger_academic_profile,15,15,8,2,0,15.0,0.44999999999999996,0.0,0.0,0.44999999999999996,0.44999999999999996
POR-0269,268,0,stronger_academic_profile,12,12,0,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0270,269,0,stronger_academic_profile,14,14,7,1,0,15.0,0.375,0.0,0.0,0.375,0.375
POR-0271,270,0,stronger_academic_profile,14,15,4,1,0,15.0,0.15,0.0,0.0,0.15,0.15
POR-0272,271,0,stronger_academic_profile,11,11,2,2,0,12.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0273,272,0,stronger_academic_profile,13,14,2,3,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0274,273,0,stronger_academic_profile,11,11,10,3,0,11.0,0.4,0.21666666666666667,0.2295,0.4,0.637865
POR-0275,274,1,higher_academic_support_need_profile,10,9,10,2,0,10.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0276,275,0,stronger_academic_profile,12,10,10,3,0,11.0,0.2,0.43333333333333335,0.0,0.43333333333333335,0.5466666666666666
POR-0277,276,0,stronger_academic_profile,15,16,7,1,0,16.0,0.375,0.0,0.0,0.375,0.375
POR-0278,277,1,higher_academic_support_need_profile,11,10,4,2,0,11.0,0.15,0.43333333333333335,0.2295,0.43333333333333335,0.6288758333333333
POR-0279,278,1,higher_academic_support_need_profile,9,12,2,1,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0280,279,1,higher_academic_support_need_profile,7,8,12,1,3,5.0,0.0,0.0,0.9,0.9,0.9
POR-0281,280,1,higher_academic_support_need_profile,10,9,8,2,0,10.0,0.0,0.2166666666666667,0.40162499999999995,0.40162499999999995,0.5312729166666667
POR-0282,281,1,higher_academic_support_need_profile,11,12,0,1,0,11.0,0.0,0.0,0.0,0.0,0.0
POR-0283,282,1,higher_academic_support_need_profile,7,8,8,1,0,7.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0284,283,1,higher_academic_support_need_profile,9,11,4,2,1,10.0,0.0,0.0,0.3,0.3,0.3
POR-0285,284,1,higher_academic_support_need_profile,7,8,4,1,2,6.0,0.0,0.0,0.6,0.6,0.6
POR-0286,285,0,stronger_academic_profile,14,13,2,1,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0287,286,0,stronger_academic_profile,12,12,0,1,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0288,287,1,higher_academic_support_need_profile,9,10,0,1,1,10.0,0.0,0.0,0.459,0.459,0.459
POR-0289,288,0,stronger_academic_profile,12,12,2,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0290,289,0,stronger_academic_profile,14,15,2,4,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0291,290,1,higher_academic_support_need_profile,10,10,0,2,0,11.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0292,291,1,higher_academic_support_need_profile,11,10,4,2,1,11.0,0.15,0.43333333333333335,0.3,0.43333333333333335,0.6628333333333334
POR-0293,292,0,stronger_academic_profile,11,12,2,3,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0294,293,0,stronger_academic_profile,11,12,4,3,0,14.0,0.15,0.0,0.0,0.15,0.15
POR-0295,294,1,higher_academic_support_need_profile,11,11,4,2,0,13.0,0.15,0.21666666666666667,0.2295,0.2295,0.48697541666666677
POR-0296,295,0,stronger_academic_profile,11,13,4,2,0,14.0,0.15,0.0,0.0,0.15,0.15
POR-0297,296,0,stronger_academic_profile,16,16,2,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0298,297,1,higher_academic_support_need_profile,9,10,0,1,0,10.0,0.0,0.0,0.459,0.459,0.459
POR-0299,298,0,stronger_academic_profile,10,11,2,4,0,12.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0300,299,1,higher_academic_support_need_profile,10,12,8,2,0,12.0,0.2,0.0,0.0,0.2,0.2
POR-0301,300,0,stronger_academic_profile,15,15,2,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0302,301,1,higher_academic_support_need_profile,10,10,2,2,0,11.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0303,302,0,stronger_academic_profile,10,11,2,3,0,12.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0304,303,0,stronger_academic_profile,15,12,2,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0305,304,0,stronger_academic_profile,11,12,0,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0306,305,1,higher_academic_support_need_profile,8,8,8,1,0,9.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0307,306,0,stronger_academic_profile,15,16,6,2,0,16.0,0.3,0.0,0.0,0.3,0.3
POR-0308,307,0,stronger_academic_profile,11,11,0,2,0,14.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0309,308,1,higher_academic_support_need_profile,10,11,8,2,0,12.0,0.2,0.21666666666666667,0.2295,0.2295,0.5171533333333334
POR-0310,309,1,higher_academic_support_need_profile,10,12,4,2,0,14.0,0.15,0.0,0.0,0.15,0.15
POR-0311,310,1,higher_academic_support_need_profile,8,9,12,2,0,10.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0312,311,1,higher_academic_support_need_profile,11,12,16,2,0,12.0,0.4,0.0,0.0,0.4,0.4
POR-0313,312,0,stronger_academic_profile,16,16,10,4,0,16.0,0.6,0.0,0.0,0.6,0.6
POR-0314,313,0,stronger_academic_profile,13,13,2,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0315,314,0,stronger_academic_profile,16,17,2,2,0,18.0,0.0,0.0,0.0,0.0,0.0
POR-0316,315,0,stronger_academic_profile,14,14,8,2,0,15.0,0.44999999999999996,0.0,0.0,0.44999999999999996,0.44999999999999996
POR-0317,316,0,stronger_academic_profile,15,16,6,2,0,16.0,0.3,0.0,0.0,0.3,0.3
POR-0318,317,0,stronger_academic_profile,12,12,6,2,0,12.0,0.3,0.0,0.0,0.3,0.3
POR-0319,318,1,higher_academic_support_need_profile,12,9,15,2,0,10.0,0.0,0.65,0.0,0.65,0.65
POR-0320,319,1,higher_academic_support_need_profile,11,12,6,1,0,12.0,0.3,0.0,0.0,0.3,0.3
POR-0321,320,0,stronger_academic_profile,14,12,2,2,1,13.0,0.0,0.0,0.3,0.3,0.3
POR-0322,321,0,stronger_academic_profile,13,15,8,3,0,15.0,0.44999999999999996,0.0,0.0,0.44999999999999996,0.44999999999999996
POR-0323,322,1,higher_academic_support_need_profile,9,8,0,2,1,10.0,0.0,0.0,0.3,0.3,0.3
POR-0324,323,1,higher_academic_support_need_profile,10,10,0,1,0,10.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0325,324,1,higher_academic_support_need_profile,10,10,10,1,0,11.0,0.2,0.2166666666666667,0.459,0.459,0.6609733333333333
POR-0326,325,1,higher_academic_support_need_profile,11,11,22,1,0,10.0,0.4,0.21666666666666667,0.2295,0.4,0.637865
POR-0327,326,1,higher_academic_support_need_profile,13,13,18,1,0,13.0,0.6,0.0,0.0,0.6,0.6
POR-0328,327,0,stronger_academic_profile,17,17,2,4,0,18.0,0.0,0.0,0.0,0.0,0.0
POR-0329,328,0,stronger_academic_profile,12,13,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0330,329,1,higher_academic_support_need_profile,12,12,12,2,0,14.0,0.6,0.0,0.0,0.6,0.6
POR-0331,330,0,stronger_academic_profile,12,13,10,2,0,14.0,0.6,0.0,0.0,0.6,0.6
POR-0332,331,0,stronger_academic_profile,12,12,0,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0333,332,0,stronger_academic_profile,18,18,0,3,0,18.0,0.0,0.0,0.0,0.0,0.0
POR-0334,333,0,stronger_academic_profile,13,13,0,3,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0335,334,0,stronger_academic_profile,14,15,0,3,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0336,335,0,stronger_academic_profile,17,17,0,2,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0337,336,0,stronger_academic_profile,15,16,2,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0338,337,0,stronger_academic_profile,17,18,0,3,0,18.0,0.0,0.0,0.0,0.0,0.0
POR-0339,338,0,stronger_academic_profile,18,19,0,4,0,19.0,0.0,0.0,0.0,0.0,0.0
POR-0340,339,0,stronger_academic_profile,14,15,0,3,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0341,340,0,stronger_academic_profile,14,15,0,1,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0342,341,0,stronger_academic_profile,14,13,2,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0343,342,0,stronger_academic_profile,13,14,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0344,343,0,stronger_academic_profile,16,17,0,4,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0345,344,0,stronger_academic_profile,18,18,0,1,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0346,345,0,stronger_academic_profile,14,15,0,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0347,346,0,stronger_academic_profile,12,13,0,1,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0348,347,1,higher_academic_support_need_profile,7,7,0,3,0,8.0,0.0,0.0,0.0,0.0,0.0
POR-0349,348,0,stronger_academic_profile,16,16,0,3,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0350,349,0,stronger_academic_profile,18,18,0,4,0,18.0,0.0,0.0,0.0,0.0,0.0
POR-0351,350,1,higher_academic_support_need_profile,9,10,0,3,1,11.0,0.0,0.0,0.255,0.255,0.255
POR-0352,351,0,stronger_academic_profile,14,15,0,1,2,15.0,0.0,0.0,0.6,0.6,0.6
POR-0353,352,1,higher_academic_support_need_profile,10,10,0,2,0,11.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0354,353,1,higher_academic_support_need_profile,10,10,2,2,0,11.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0355,354,0,stronger_academic_profile,12,12,2,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0356,355,0,stronger_academic_profile,11,12,2,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0357,356,0,stronger_academic_profile,15,16,2,1,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0358,357,0,stronger_academic_profile,14,15,2,3,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0359,358,1,higher_academic_support_need_profile,12,12,8,1,0,15.0,0.44999999999999996,0.0,0.0,0.44999999999999996,0.44999999999999996
POR-0360,359,0,stronger_academic_profile,15,15,2,3,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0361,360,1,higher_academic_support_need_profile,11,12,8,2,0,14.0,0.4,0.0,0.0,0.4,0.4
POR-0362,361,1,higher_academic_support_need_profile,11,10,9,2,0,10.0,0.2,0.43333333333333335,0.2295,0.43333333333333335,0.6507066666666667
POR-0363,362,0,stronger_academic_profile,12,11,0,2,0,13.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0364,363,1,higher_academic_support_need_profile,11,12,4,1,0,14.0,0.15,0.0,0.0,0.15,0.15
POR-0365,364,0,stronger_academic_profile,14,15,2,1,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0366,365,0,stronger_academic_profile,15,14,14,2,0,17.0,0.6,0.0,0.0,0.6,0.6
POR-0367,366,0,stronger_academic_profile,12,12,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0368,367,0,stronger_academic_profile,11,12,2,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0369,368,1,higher_academic_support_need_profile,8,9,2,1,0,11.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0370,369,1,higher_academic_support_need_profile,10,10,12,3,0,11.0,0.2,0.2166666666666667,0.459,0.459,0.6609733333333333
POR-0371,370,1,higher_academic_support_need_profile,8,8,2,2,2,9.0,0.0,0.0,0.51,0.51,0.51
POR-0372,371,1,higher_academic_support_need_profile,10,10,2,1,0,10.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0373,372,0,stronger_academic_profile,14,13,4,2,0,13.0,0.15,0.0,0.0,0.15,0.15
POR-0374,373,0,stronger_academic_profile,11,11,0,3,0,10.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0375,374,0,stronger_academic_profile,17,18,0,3,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0376,375,0,stronger_academic_profile,14,14,0,3,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0377,376,0,stronger_academic_profile,14,14,0,3,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0378,377,0,stronger_academic_profile,13,14,0,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0379,378,0,stronger_academic_profile,17,18,0,1,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0380,379,1,higher_academic_support_need_profile,11,10,2,1,0,10.0,0.0,0.43333333333333335,0.2295,0.43333333333333335,0.5633833333333333
POR-0381,380,0,stronger_academic_profile,13,12,0,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0382,381,0,stronger_academic_profile,15,14,4,3,0,15.0,0.15,0.0,0.0,0.15,0.15
POR-0383,382,1,higher_academic_support_need_profile,11,12,2,1,0,11.0,0.0,0.0,0.0,0.0,0.0
POR-0384,383,0,stronger_academic_profile,11,11,0,4,0,12.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0385,384,1,higher_academic_support_need_profile,11,10,0,1,0,10.0,0.0,0.43333333333333335,0.2295,0.43333333333333335,0.5633833333333333
POR-0386,385,1,higher_academic_support_need_profile,10,9,2,2,0,10.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0387,386,0,stronger_academic_profile,15,15,0,3,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0388,387,0,stronger_academic_profile,15,14,6,1,0,15.0,0.3,0.0,0.0,0.3,0.3
POR-0389,388,1,higher_academic_support_need_profile,10,11,8,2,0,12.0,0.2,0.21666666666666667,0.2295,0.2295,0.5171533333333334
POR-0390,389,1,higher_academic_support_need_profile,10,9,0,2,0,12.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0391,390,0,stronger_academic_profile,14,13,6,4,0,14.0,0.3,0.0,0.0,0.3,0.3
POR-0392,391,0,stronger_academic_profile,11,13,8,3,0,14.0,0.4,0.0,0.0,0.4,0.4
POR-0393,392,0,stronger_academic_profile,12,13,0,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0394,393,0,stronger_academic_profile,14,14,4,4,0,15.0,0.15,0.0,0.0,0.15,0.15
POR-0395,394,0,stronger_academic_profile,14,14,0,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0396,395,0,stronger_academic_profile,12,12,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0397,396,0,stronger_academic_profile,16,16,6,2,0,17.0,0.3,0.0,0.0,0.3,0.3
POR-0398,397,1,higher_academic_support_need_profile,10,12,18,2,0,14.0,0.2,0.0,0.0,0.2,0.2
POR-0399,398,0,stronger_academic_profile,11,12,0,3,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0400,399,0,stronger_academic_profile,14,16,4,3,0,17.0,0.15,0.0,0.0,0.15,0.15
POR-0401,400,0,stronger_academic_profile,15,14,4,3,0,17.0,0.15,0.0,0.0,0.15,0.15
POR-0402,401,0,stronger_academic_profile,14,13,0,3,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0403,402,0,stronger_academic_profile,11,12,0,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0404,403,0,stronger_academic_profile,12,15,10,2,0,15.0,0.6,0.0,0.0,0.6,0.6
POR-0405,404,0,stronger_academic_profile,12,16,4,2,0,16.0,0.15,0.0,0.0,0.15,0.15
POR-0406,405,1,higher_academic_support_need_profile,10,11,16,1,1,11.0,0.2,0.21666666666666667,0.3,0.3,0.5613333333333334
POR-0407,406,1,higher_academic_support_need_profile,10,13,6,1,1,13.0,0.2,0.0,0.3,0.3,0.44
POR-0408,407,1,higher_academic_support_need_profile,9,12,0,3,2,12.0,0.0,0.0,0.0,0.0,0.0
POR-0409,408,1,higher_academic_support_need_profile,9,11,11,2,0,12.0,0.0,0.0,0.2295,0.2295,0.2295
POR-0410,409,0,stronger_academic_profile,13,14,9,2,0,15.0,0.525,0.0,0.0,0.525,0.525
POR-0411,410,0,stronger_academic_profile,13,17,0,2,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0412,411,0,stronger_academic_profile,12,15,2,3,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0413,412,0,stronger_academic_profile,14,17,0,2,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0414,413,1,higher_academic_support_need_profile,9,10,21,2,2,10.0,0.0,0.0,0.459,0.459,0.459
POR-0415,414,0,stronger_academic_profile,11,15,8,3,0,15.0,0.4,0.0,0.0,0.4,0.4
POR-0416,415,1,higher_academic_support_need_profile,9,10,5,1,1,11.0,0.0,0.0,0.459,0.459,0.459
POR-0417,416,0,stronger_academic_profile,16,18,10,2,0,18.0,0.6,0.0,0.0,0.6,0.6
POR-0418,417,0,stronger_academic_profile,14,17,5,3,0,17.0,0.22499999999999998,0.0,0.0,0.22499999999999998,0.22499999999999998
POR-0419,418,0,stronger_academic_profile,13,14,13,1,0,14.0,0.6,0.0,0.0,0.6,0.6
POR-0420,419,1,higher_academic_support_need_profile,7,11,10,1,0,11.0,0.0,0.0,0.2295,0.2295,0.2295
POR-0421,420,0,stronger_academic_profile,14,17,10,2,0,17.0,0.6,0.0,0.0,0.6,0.6
POR-0422,421,1,higher_academic_support_need_profile,8,10,5,1,1,10.0,0.0,0.0,0.459,0.459,0.459
POR-0423,422,0,stronger_academic_profile,10,13,4,2,0,13.0,0.15,0.0,0.0,0.15,0.15
POR-0424,423,1,higher_academic_support_need_profile,10,11,11,1,0,11.0,0.2,0.21666666666666667,0.2295,0.2295,0.5171533333333334
POR-0425,424,0,stronger_academic_profile,12,12,0,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0426,425,1,higher_academic_support_need_profile,10,10,6,1,1,10.0,0.2,0.2166666666666667,0.459,0.459,0.6609733333333333
POR-0427,426,1,higher_academic_support_need_profile,10,10,4,1,0,11.0,0.15,0.2166666666666667,0.459,0.459,0.6397841666666668
POR-0428,427,0,stronger_academic_profile,16,17,0,2,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0429,428,1,higher_academic_support_need_profile,6,8,0,1,0,9.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0430,429,1,higher_academic_support_need_profile,10,11,5,2,0,11.0,0.2,0.21666666666666667,0.2295,0.2295,0.5171533333333334
POR-0431,430,0,stronger_academic_profile,10,11,0,3,0,11.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0432,431,1,higher_academic_support_need_profile,10,10,0,2,1,10.0,0.0,0.2166666666666667,0.3,0.3,0.4516666666666667
POR-0433,432,1,higher_academic_support_need_profile,6,6,0,1,1,7.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0434,433,0,stronger_academic_profile,13,14,0,1,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0435,434,0,stronger_academic_profile,10,9,4,4,0,11.0,0.0,0.2166666666666667,0.133875,0.2166666666666667,0.3215354166666667
POR-0436,435,1,higher_academic_support_need_profile,10,10,0,2,0,10.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0437,436,1,higher_academic_support_need_profile,6,7,4,1,1,8.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0438,437,1,higher_academic_support_need_profile,12,11,0,1,0,12.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0439,438,1,higher_academic_support_need_profile,10,11,2,1,0,12.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0440,439,0,stronger_academic_profile,14,16,0,1,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0441,440,1,higher_academic_support_need_profile,7,0,0,2,0,0.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0442,441,1,higher_academic_support_need_profile,8,9,4,2,0,9.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0443,442,0,stronger_academic_profile,12,13,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0444,443,1,higher_academic_support_need_profile,7,9,7,2,0,8.0,0.0,0.0,0.3346875,0.3346875,0.3346875
POR-0445,444,1,higher_academic_support_need_profile,9,10,4,2,0,11.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0446,445,1,higher_academic_support_need_profile,7,9,8,2,0,9.0,0.0,0.0,0.40162499999999995,0.40162499999999995,0.40162499999999995
POR-0447,446,0,stronger_academic_profile,11,11,0,2,0,11.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0448,447,1,higher_academic_support_need_profile,8,10,8,1,0,9.0,0.0,0.0,0.459,0.459,0.459
POR-0449,448,0,stronger_academic_profile,16,16,6,3,0,17.0,0.3,0.0,0.0,0.3,0.3
POR-0450,449,1,higher_academic_support_need_profile,11,13,3,1,0,13.0,0.075,0.0,0.0,0.075,0.075
POR-0451,450,0,stronger_academic_profile,15,15,2,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0452,451,1,higher_academic_support_need_profile,10,11,0,2,0,11.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0453,452,1,higher_academic_support_need_profile,9,10,4,2,0,11.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0454,453,1,higher_academic_support_need_profile,10,8,0,3,1,8.0,0.0,0.2166666666666667,0.255,0.255,0.41641666666666666
POR-0455,454,1,higher_academic_support_need_profile,9,8,3,3,1,8.0,0.0,0.0,0.255,0.255,0.255
POR-0456,455,1,higher_academic_support_need_profile,9,10,0,2,0,9.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0457,456,0,stronger_academic_profile,13,14,0,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0458,457,1,higher_academic_support_need_profile,10,11,4,1,0,11.0,0.15,0.21666666666666667,0.2295,0.2295,0.48697541666666677
POR-0459,458,0,stronger_academic_profile,13,10,0,4,0,13.0,0.0,0.43333333333333335,0.0,0.43333333333333335,0.43333333333333335
POR-0460,459,1,higher_academic_support_need_profile,10,9,2,3,0,10.0,0.0,0.2166666666666667,0.0,0.2166666666666667,0.2166666666666667
POR-0461,460,1,higher_academic_support_need_profile,11,10,1,2,0,11.0,0.0,0.43333333333333335,0.2295,0.43333333333333335,0.5633833333333333
POR-0462,461,0,stronger_academic_profile,13,12,0,1,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0463,462,0,stronger_academic_profile,13,14,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0464,463,0,stronger_academic_profile,14,11,2,3,0,12.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0465,464,1,higher_academic_support_need_profile,11,11,6,1,0,11.0,0.3,0.21666666666666667,0.2295,0.3,0.5775091666666666
